Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
-0.302,-1.934,-1.026,-0.175,0.886,1.3547,3.75,1
3.75,-0.302,-1.934,-1.026,-0.175,1.502,-1.455,0
-1.455,3.75,-0.302,-1.934,-1.026,1.153,-1.679,0
-1.679,-1.455,3.75,-0.302,-1.934,1.1719,1.855,1
1.855,-1.679,-1.455,3.75,-0.302,1.0886,2.114,1
2.114,1.855,-1.679,-1.455,3.75,1.4145,-0.566,0
-0.566,2.114,1.855,-1.679,-1.455,1.4202,0.656,1
0.656,-0.566,2.114,1.855,-1.679,1.2566,0.761,1
0.761,0.656,-0.566,2.114,1.855,1.2744,-1.329,0
-1.329,0.761,0.656,-0.566,2.114,0.9898,-1.099,0
-1.099,-1.329,0.761,0.656,-0.566,1.2005,0.569,1
0.569,-1.099,-1.329,0.761,0.656,1.1363,1.018,1
1.018,0.569,-1.099,-1.329,0.761,1.1929,-1.209,0
-1.209,1.018,0.569,-1.099,-1.329,0.8854,-0.855,0
-0.855,-1.209,1.018,0.569,-1.099,0.9965,-0.641,0
-0.641,-0.855,-1.209,1.018,0.569,1.0818,-0.281,0
-0.281,-0.641,-0.855,-1.209,1.018,1.2866,0.233,1
0.233,-0.281,-0.641,-0.855,-1.209,1.2773,-2.48,0
-2.48,0.233,-0.281,-0.641,-0.855,1.3243,0.001,1
0.001,-2.48,0.233,-0.281,-0.641,1.4666,0.885,1
0.885,0.001,-2.48,0.233,-0.281,1.3001,-1.976,0
-1.976,0.885,0.001,-2.48,0.233,1.6015,-0.157,0
-0.157,-1.976,0.885,0.001,-2.48,1.3413,0.312,1
0.312,-0.157,-1.976,0.885,0.001,1.2262,-1.663,0
-1.663,0.312,-0.157,-1.976,0.885,1.2124,0.657,1
0.657,-1.663,0.312,-0.157,-1.976,1.79572,-1.049,0
-1.049,0.657,-1.663,0.312,-0.157,1.4055,-0.227,0
-0.227,-1.049,0.657,-1.663,0.312,1.549,2.869,1
2.869,-0.227,-1.049,0.657,-1.663,1.2366,0.094,1
0.094,2.869,-0.227,-1.049,0.657,1.1931,-1.654,0
-1.654,0.094,2.869,-0.227,-1.049,1.3361,-1.343,0
-1.343,-1.654,0.094,2.869,-0.227,1.3897,-1.704,0
-1.704,-1.343,-1.654,0.094,2.869,1.4972,0.362,1
0.362,-1.704,-1.343,-1.654,0.094,1.5526,-1.67,0
-1.67,0.362,-1.704,-1.343,-1.654,1.5137,-0.267,0
-0.267,-1.67,0.362,-1.704,-1.343,2.01429,1.758,1
1.758,-0.267,-1.67,0.362,-1.704,1.9086,-0.083,0
-0.083,1.758,-0.267,-1.67,0.362,2.117,-2.139,0
-2.139,-0.083,1.758,-0.267,-1.67,1.4255,-2.123,0
-2.123,-2.139,-0.083,1.758,-0.267,1.823,0.622,1
0.622,-2.123,-2.139,-0.083,1.758,1.5278,3.673,1
3.673,0.622,-2.123,-2.139,-0.083,0.6994,-1.218,0
-1.218,3.673,0.622,-2.123,-2.139,1.1844,-2.472,0
-2.472,-1.218,3.673,0.622,-2.123,1.3489,-3.396,0
-3.396,-2.472,-1.218,3.673,0.622,1.8169,0.75,1
0.75,-3.396,-2.472,-1.218,3.673,2.08048,-0.645,0
-0.645,0.75,-3.396,-2.472,-1.218,1.6074,-0.376,0
-0.376,-0.645,0.75,-3.396,-2.472,2.5748,-1.851,0
-1.851,-0.376,-0.645,0.75,-3.396,1.8437,0.566,1
0.566,-1.851,-0.376,-0.645,0.75,2.5665,-2.702,0
-2.702,0.566,-1.851,-0.376,-0.645,1.7363,-3.835,0
-3.835,-2.702,0.566,-1.851,-0.376,2.6541,-3.291,0
-3.291,-3.835,-2.702,0.566,-1.851,2.24806,-2.702,0
-2.702,-3.291,-3.835,-2.702,0.566,2.44102,5.733,1
5.733,-2.702,-3.291,-3.835,-2.702,2.77556,-0.563,0
-0.563,5.733,-2.702,-3.291,-3.835,2.4247,1.688,1
1.688,-0.563,5.733,-2.702,-3.291,1.7961,5.408,1
5.408,1.688,-0.563,5.733,-2.702,1.77865,0.425,1
0.425,5.408,1.688,-0.563,5.733,1.82609,0.979,1
0.979,0.425,5.408,1.688,-0.563,2.04936,-2.957,0
-2.957,0.979,0.425,5.408,1.688,1.6722,-2.308,0
-2.308,-2.957,0.979,0.425,5.408,1.5381,-3.43,0
-3.43,-2.308,-2.957,0.979,0.425,1.4255,2.992,1
2.992,-3.43,-2.308,-2.957,0.979,1.5141,2.001,1
2.001,2.992,-3.43,-2.308,-2.957,1.4904,3.272,1
3.272,2.001,2.992,-3.43,-2.308,1.6467,0.351,1
0.351,3.272,2.001,2.992,-3.43,1.2949,-0.533,0
-0.533,0.351,3.272,2.001,2.992,1.0365,-2.168,0
-2.168,-0.533,0.351,3.272,2.001,1.2977,4.005,1
4.005,-2.168,-0.533,0.351,3.272,1.5338,1.156,1
1.156,4.005,-2.168,-0.533,0.351,1.5051,-0.159,0
-0.159,1.156,4.005,-2.168,-0.533,1.2653,2.361,1
2.361,-0.159,1.156,4.005,-2.168,1.2998,-1.396,0
-1.396,2.361,-0.159,1.156,4.005,1.3085,1.273,1
1.273,-1.396,2.361,-0.159,1.156,1.3531,1.405,1
1.405,1.273,-1.396,2.361,-0.159,1.373,-2.269,0
-2.269,1.405,1.273,-1.396,2.361,1.0715,0.754,1
0.754,-2.269,1.405,1.273,-1.396,1.0169,-1.385,0
-1.385,0.754,-2.269,1.405,1.273,1.3077,-1.813,0
-1.813,-1.385,0.754,-2.269,1.405,1.1466,-0.008,0
-0.008,-1.813,-1.385,0.754,-2.269,1.2711,-0.188,0
-0.188,-0.008,-1.813,-1.385,0.754,0.9299,-4.154,0
-4.154,-0.188,-0.008,-1.813,-1.385,1.2898,1.752,1
1.752,-4.154,-0.188,-0.008,-1.813,1.3721,-1.595,0
-1.595,1.752,-4.154,-0.188,-0.008,1.4013,1.68,1
1.68,-1.595,1.752,-4.154,-0.188,1.1845,1.011,1
1.011,1.68,-1.595,1.752,-4.154,1.1306,0.733,1
0.733,1.011,1.68,-1.595,1.752,1.1864,-0.014,0
-0.014,0.733,1.011,1.68,-1.595,0.8466,-2.478,0
-2.478,-0.014,0.733,1.011,1.68,1.1916,0.327,1
0.327,-2.478,-0.014,0.733,1.011,1.271,0.145,1
0.145,0.327,-2.478,-0.014,0.733,1.0014,-1.973,0
-1.973,0.145,0.327,-2.478,-0.014,1.4486,-0.465,0
-0.465,-1.973,0.145,0.327,-2.478,1.501,-3.006,0
-3.006,-0.465,-1.973,0.145,0.327,1.524,0.245,1
0.245,-3.006,-0.465,-1.973,0.145,1.7928,-1.383,0
-1.383,0.245,-3.006,-0.465,-1.973,1.3811,-1.728,0
-1.728,-1.383,0.245,-3.006,-0.465,1.67024,2.486,1
2.486,-1.728,-1.383,0.245,-3.006,1.6515,1.821,1
1.821,2.486,-1.728,-1.383,0.245,1.65,-3.226,0
-3.226,1.821,2.486,-1.728,-1.383,1.5073,-1.461,0
-1.461,-3.226,1.821,2.486,-1.728,1.72187,4.002,1
4.002,-1.461,-3.226,1.821,2.486,1.7809,-2.359,0
-2.359,4.002,-1.461,-3.226,1.821,1.6689,-1.082,0
-1.082,-2.359,4.002,-1.461,-3.226,1.6745,-2.243,0
-2.243,-1.082,-2.359,4.002,-1.461,1.83593,-1.911,0
-1.911,-2.243,-1.082,-2.359,4.002,1.5765,1.69,1
1.69,-1.911,-2.243,-1.082,-2.359,1.93843,-2.729,0
-2.729,1.69,-1.911,-2.243,-1.082,1.88503,3.497,1
3.497,-2.729,1.69,-1.911,-2.243,2.09023,3.906,1
3.906,3.497,-2.729,1.69,-1.911,1.85413,0.733,1
0.733,3.906,3.497,-2.729,1.69,1.2003,4.734,1
4.734,0.733,3.906,3.497,-2.729,1.956,-2.411,0
-2.411,4.734,0.733,3.906,3.497,1.585,2.23,1
2.23,-2.411,4.734,0.733,3.906,1.78039,0.59,1
0.59,2.23,-2.411,4.734,0.733,1.4231,1.733,1
1.733,0.59,2.23,-2.411,4.734,1.447,-1.063,0
-1.063,1.733,0.59,2.23,-2.411,1.5492,0.672,1
0.672,-1.063,1.733,0.59,2.23,1.5939,-1.522,0
-1.522,0.672,-1.063,1.733,0.59,1.70057,1.717,1
1.717,-1.522,0.672,-1.063,1.733,1.3404,-0.827,0
-0.827,1.717,-1.522,0.672,-1.063,1.3826,-0.908,0
-0.908,-0.827,1.717,-1.522,0.672,1.5297,0.97,1
0.97,-0.908,-0.827,1.717,-1.522,1.4223,-0.556,0
-0.556,0.97,-0.908,-0.827,1.717,1.6413,1.716,1
1.716,-0.556,0.97,-0.908,-0.827,1.4504,0.82,1
0.82,1.716,-0.556,0.97,-0.908,1.6459,0.775,1
0.775,0.82,1.716,-0.556,0.97,1.3541,0.914,1
0.914,0.775,0.82,1.716,-0.556,1.674,-2.285,0
-2.285,0.914,0.775,0.82,1.716,1.4669,-0.876,0
-0.876,-2.285,0.914,0.775,0.82,1.4465,-2.073,0
-2.073,-0.876,-2.285,0.914,0.775,1.113,0.772,1
0.772,-2.073,-0.876,-2.285,0.914,1.3771,-0.048,0
-0.048,0.772,-2.073,-0.876,-2.285,1.4634,2.463,1
2.463,-0.048,0.772,-2.073,-0.876,1.519,0.615,1
0.615,2.463,-0.048,0.772,-2.073,1.4001,-1.041,0
-1.041,0.615,2.463,-0.048,0.772,1.2826,-0.402,0
-0.402,-1.041,0.615,2.463,-0.048,1.3374,1.941,1
1.941,-0.402,-1.041,0.615,2.463,1.5173,2.145,1
2.145,1.941,-0.402,-1.041,0.615,2.4151,-0.344,0
-0.344,2.145,1.941,-0.402,-1.041,1.6268,0.249,1
0.249,-0.344,2.145,1.941,-0.402,1.574,-2.097,0
-2.097,0.249,-0.344,2.145,1.941,1.5436,2.799,1
2.799,-2.097,0.249,-0.344,2.145,1.3503,-0.273,0
-0.273,2.799,-2.097,0.249,-0.344,0.64346,-0.19,0
-0.19,-0.273,2.799,-2.097,0.249,1.612,-1.475,0
-1.475,-0.19,-0.273,2.799,-2.097,1.4884,-0.344,0
-0.344,-1.475,-0.19,-0.273,2.799,1.5889,-1.202,0
-1.202,-0.344,-1.475,-0.19,-0.273,1.2502,0.627,1
0.627,-1.202,-0.344,-1.475,-0.19,1.2411,-2.218,0
-2.218,0.627,-1.202,-0.344,-1.475,1.3208,1.396,1
1.396,-2.218,0.627,-1.202,-0.344,1.2866,0.056,1
0.056,1.396,-2.218,0.627,-1.202,1.2851,-0.373,0
-0.373,0.056,1.396,-2.218,0.627,1.2553,-1.342,0
-1.342,-0.373,0.056,1.396,-2.218,1.3308,2.352,1
2.352,-1.342,-0.373,0.056,1.396,1.2716,-0.814,0
-0.814,2.352,-1.342,-0.373,0.056,1.2518,-1.315,0
-1.315,-0.814,2.352,-1.342,-0.373,1.4462,-0.771,0
-0.771,-1.315,-0.814,2.352,-1.342,1.3859,1.302,1
1.302,-0.771,-1.315,-0.814,2.352,1.78273,0.181,1
0.181,1.302,-0.771,-1.315,-0.814,1.1121,-0.547,0
-0.547,0.181,1.302,-0.771,-1.315,0.45831,-0.315,0
-0.315,-0.547,0.181,1.302,-0.771,0.7211,-1.603,0
-1.603,-0.315,-0.547,0.181,1.302,0.7584,0.456,1
0.456,-1.603,-0.315,-0.547,0.181,1.0578,0.049,1
0.049,0.456,-1.603,-0.315,-0.547,1.0885,3.32,1
3.32,0.049,0.456,-1.603,-0.315,1.2292,-0.048,0
-0.048,3.32,0.049,0.456,-1.603,1.1308,2.247,1
2.247,-0.048,3.32,0.049,0.456,1.4359,-0.654,0
-0.654,2.247,-0.048,3.32,0.049,1.5452,-1.409,0
-1.409,-0.654,2.247,-0.048,3.32,1.4676,1.939,1
1.939,-1.409,-0.654,2.247,-0.048,1.5603,0,1
0,1.939,-1.409,-0.654,2.247,1.4854,-0.141,0
-0.141,0,1.939,-1.409,-0.654,1.3963,0.583,1
0.583,-0.141,0,1.939,-1.409,1.3794,-1.443,0
-1.443,0.583,-0.141,0,1.939,1.4321,-0.394,0
-0.394,-1.443,0.583,-0.141,0,1.5346,-1.402,0
-1.402,-0.394,-1.443,0.583,-0.141,1.3582,-1.57,0
-1.57,-1.402,-0.394,-1.443,0.583,1.3352,-1.043,0
-1.043,-1.57,-1.402,-0.394,-1.443,1.5608,1.022,1
1.022,-1.043,-1.57,-1.402,-0.394,1.74455,-2.923,0
-2.923,1.022,-1.043,-1.57,-1.402,1.5748,-1.616,0
-1.616,-2.923,1.022,-1.043,-1.57,1.4359,1.305,1
1.305,-1.616,-2.923,1.022,-1.043,1.4591,0.678,1
0.678,1.305,-1.616,-2.923,1.022,1.5954,-2.285,0
-2.285,0.678,1.305,-1.616,-2.923,1.5103,1.313,1
1.313,-2.285,0.678,1.305,-1.616,1.57853,0.54,1
0.54,1.313,-2.285,0.678,1.305,1.2585,-1.409,0
-1.409,0.54,1.313,-2.285,0.678,1.4516,-0.544,0
-0.544,-1.409,0.54,1.313,-2.285,1.4508,-0.645,0
-0.645,-0.544,-1.409,0.54,1.313,1.4309,-1.009,0
-1.009,-0.645,-0.544,-1.409,0.54,1.2768,0.757,1
0.757,-1.009,-0.645,-0.544,-1.409,1.2382,-0.81,0
-0.81,0.757,-1.009,-0.645,-0.544,1.307,-1.269,0
-1.269,-0.81,0.757,-1.009,-0.645,1.2605,-0.16,0
-0.16,-1.269,-0.81,0.757,-1.009,1.4893,2.143,1
2.143,-0.16,-1.269,-0.81,0.757,1.4046,1.95,1
1.95,2.143,-0.16,-1.269,-0.81,1.2508,-0.71,0
-0.71,1.95,2.143,-0.16,-1.269,1.0756,-0.95,0
-0.95,-0.71,1.95,2.143,-0.16,1.1941,1.322,1
1.322,-0.95,-0.71,1.95,2.143,1.3982,-1.838,0
-1.838,1.322,-0.95,-0.71,1.95,1.2292,0.719,1
0.719,-1.838,1.322,-0.95,-0.71,1.4837,-1.314,0
-1.314,0.719,-1.838,1.322,-0.95,1.3744,1.176,1
1.176,-1.314,0.719,-1.838,1.322,1.2878,0.462,1
0.462,1.176,-1.314,0.719,-1.838,1.3733,-0.754,0
-0.754,0.462,1.176,-1.314,0.719,1.2089,-1.536,0
-1.536,-0.754,0.462,1.176,-1.314,1.2566,0.956,1
0.956,-1.536,-0.754,0.462,1.176,1.3327,-0.934,0
-0.934,0.956,-1.536,-0.754,0.462,1.2992,0.826,1
0.826,-0.934,0.956,-1.536,-0.754,1.3685,-2.583,0
-2.583,0.826,-0.934,0.956,-1.536,1.255,-0.836,0
-0.836,-2.583,0.826,-0.934,0.956,1.4277,0.432,1
0.432,-0.836,-2.583,0.826,-0.934,1.62,3.446,1
3.446,0.432,-0.836,-2.583,0.826,1.8163,0.165,1
0.165,3.446,0.432,-0.836,-2.583,1.5419,3.543,1
3.543,0.165,3.446,0.432,-0.836,1.70042,0.424,1
0.424,3.543,0.165,3.446,0.432,1.5551,0.874,1
0.874,0.424,3.543,0.165,3.446,1.4734,0.189,1
0.189,0.874,0.424,3.543,0.165,1.4391,2.298,1
2.298,0.189,0.874,0.424,3.543,1.88371,-3.523,0
-3.523,2.298,0.189,0.874,0.424,1.293,1.216,1
1.216,-3.523,2.298,0.189,0.874,1.3334,-0.548,0
-0.548,1.216,-3.523,2.298,0.189,1.3197,-0.164,0
-0.164,-0.548,1.216,-3.523,2.298,1.2329,-0.578,0
-0.578,-0.164,-0.548,1.216,-3.523,1.227,-1.774,0
-1.774,-0.578,-0.164,-0.548,1.216,1.4955,1.214,1
1.214,-1.774,-0.578,-0.164,-0.548,1.4616,2.612,1
2.612,1.214,-1.774,-0.578,-0.164,1.5898,-0.505,0
-0.505,2.612,1.214,-1.774,-0.578,1.3395,0.274,1
0.274,-0.505,2.612,1.214,-1.774,1.2412,0.123,1
0.123,0.274,-0.505,2.612,1.214,1.494,-0.186,0
-0.186,0.123,0.274,-0.505,2.612,1.2354,-1.4,0
-1.4,-0.186,0.123,0.274,-0.505,1.2937,0.646,1
0.646,-1.4,-0.186,0.123,0.274,1.2753,-0.376,0
-0.376,0.646,-1.4,-0.186,0.123,1.1416,1.95,1
1.95,-0.376,0.646,-1.4,-0.186,1.131,0.63,1
0.63,1.95,-0.376,0.646,-1.4,1.4602,-1.224,0
-1.224,0.63,1.95,-0.376,0.646,1.5876,1.554,1
1.554,-1.224,0.63,1.95,-0.376,1.4306,-0.176,0
-0.176,1.554,-1.224,0.63,1.95,1.1187,2.17,1
2.17,-0.176,1.554,-1.224,0.63,1.6312,0.839,1
0.839,2.17,-0.176,1.554,-1.224,1.6672,-0.826,0
-0.826,0.839,2.17,-0.176,1.554,1.6481,-1.385,0
-1.385,-0.826,0.839,2.17,-0.176,1.3358,1.783,1
1.783,-1.385,-0.826,0.839,2.17,1.273,0.328,1
0.328,1.783,-1.385,-0.826,0.839,1.5256,-0.1,0
-0.1,0.328,1.783,-1.385,-0.826,1.78851,-0.068,0
-0.068,-0.1,0.328,1.783,-1.385,1.3975,1.504,1
1.504,-0.068,-0.1,0.328,1.783,1.5543,-0.38,0
-0.38,1.504,-0.068,-0.1,0.328,1.4463,0.846,1
0.846,-0.38,1.504,-0.068,-0.1,1.6496,-0.51,0
-0.51,0.846,-0.38,1.504,-0.068,1.5319,-1.006,0
-1.006,-0.51,0.846,-0.38,1.504,1.3796,1.428,1
1.428,-1.006,-0.51,0.846,-0.38,1.3261,1.253,1
1.253,1.428,-1.006,-0.51,0.846,1.3788,-0.297,0
-0.297,1.253,1.428,-1.006,-0.51,1.4181,-0.32,0
-0.32,-0.297,1.253,1.428,-1.006,1.4018,0.787,1
0.787,-0.32,-0.297,1.253,1.428,1.5087,-0.25,0
-0.25,0.787,-0.32,-0.297,1.253,1.5055,-2.492,0
-2.492,-0.25,0.787,-0.32,-0.297,1.3757,-0.113,0
-0.113,-2.492,-0.25,0.787,-0.32,1.5053,0.401,1
0.401,-0.113,-2.492,-0.25,0.787,1.4578,0.915,1
0.915,0.401,-0.113,-2.492,-0.25,1.4485,0.145,1
0.145,0.915,0.401,-0.113,-2.492,1.201,1.957,1
1.957,0.145,0.915,0.401,-0.113,1.532,0.183,1
0.183,1.957,0.145,0.915,0.401,1.559,-0.376,0
-0.376,0.183,1.957,0.145,0.915,1.6858,1.469,1
1.469,-0.376,0.183,1.957,0.145,1.6888,0.354,1
0.354,1.469,-0.376,0.183,1.957,1.6625,0.472,1
0.472,0.354,1.469,-0.376,0.183,1.4502,1.511,1
1.511,0.472,0.354,1.469,-0.376,1.6187,0.395,1
0.395,1.511,0.472,0.354,1.469,1.6931,-0.24,0
-0.24,0.395,1.511,0.472,0.354,1.8372,-1.198,0
-1.198,-0.24,0.395,1.511,0.472,1.307,0.913,1
0.913,-1.198,-0.24,0.395,1.511,1.2754,1.283,1
1.283,0.913,-1.198,-0.24,0.395,1.52,0.103,1
0.103,1.283,0.913,-1.198,-0.24,1.5531,-0.991,0
-0.991,0.103,1.283,0.913,-1.198,1.2716,2.238,1
2.238,-0.991,0.103,1.283,0.913,1.3459,0.091,1
0.091,2.238,-0.991,0.103,1.283,1.4797,-0.155,0
-0.155,0.091,2.238,-0.991,0.103,1.4889,-1.524,0
-1.524,-0.155,0.091,2.238,-0.991,1.5301,0.1,1
0.1,-1.524,-0.155,0.091,2.238,1.698,-1.411,0
-1.411,0.1,-1.524,-0.155,0.091,1.3981,0.184,1
0.184,-1.411,0.1,-1.524,-0.155,1.3883,-0.827,0
-0.827,0.184,-1.411,0.1,-1.524,1.4592,1.077,1
1.077,-0.827,0.184,-1.411,0.1,1.3874,-0.974,0
-0.974,1.077,-0.827,0.184,-1.411,1.2678,-0.176,0
-0.176,-0.974,1.077,-0.827,0.184,1.5872,0.802,1
0.802,-0.176,-0.974,1.077,-0.827,1.4602,1.164,1
1.164,0.802,-0.176,-0.974,1.077,1.5193,-0.81,0
-0.81,1.164,0.802,-0.176,-0.974,0.7759,1.899,1
1.899,-0.81,1.164,0.802,-0.176,1.4291,0.34,1
0.34,1.899,-0.81,1.164,0.802,1.5657,-0.559,0
-0.559,0.34,1.899,-0.81,1.164,1.618,-1.348,0
-1.348,-0.559,0.34,1.899,-0.81,1.4657,0.955,1
0.955,-1.348,-0.559,0.34,1.899,1.2127,0.573,1
0.573,0.955,-1.348,-0.559,0.34,1.4489,-0.343,0
-0.343,0.573,0.955,-1.348,-0.559,1.5186,-0.633,0
-0.633,-0.343,0.573,0.955,-1.348,1.662,-1.243,0
-1.243,-0.633,-0.343,0.573,0.955,1.6614,1.181,1
1.181,-1.243,-0.633,-0.343,0.573,1.3652,-1.462,0
-1.462,1.181,-1.243,-0.633,-0.343,1.2542,0.951,1
0.951,-1.462,1.181,-1.243,-0.633,1.4397,0.051,1
0.051,0.951,-1.462,1.181,-1.243,1.3627,-0.709,0
-0.709,0.051,0.951,-1.462,1.181,1.559,1.74,1
1.74,-0.709,0.051,0.951,-1.462,1.3975,-0.216,0
-0.216,1.74,-0.709,0.051,0.951,1.3286,-0.727,0
-0.727,-0.216,1.74,-0.709,0.051,1.5089,-0.181,0
-0.181,-0.727,-0.216,1.74,-0.709,1.3919,0.286,1
0.286,-0.181,-0.727,-0.216,1.74,1.608,-1.026,0
-1.026,0.286,-0.181,-0.727,-0.216,1.3906,0.272,1
0.272,-1.026,0.286,-0.181,-0.727,1.3187,-1.766,0
-1.766,0.272,-1.026,0.286,-0.181,1.3517,0.168,1
0.168,-1.766,0.272,-1.026,0.286,1.491,0.728,1
0.728,0.168,-1.766,0.272,-1.026,1.3893,0.356,1
0.356,0.728,0.168,-1.766,0.272,1.0866,0.307,1
0.307,0.356,0.728,0.168,-1.766,1.0222,0.995,1
0.995,0.307,0.356,0.728,0.168,1.1323,-0.638,0
-0.638,0.995,0.307,0.356,0.728,1.2088,0.659,1
0.659,-0.638,0.995,0.307,0.356,1.1868,0.016,1
0.016,0.659,-0.638,0.995,0.307,0.63637,0.916,1
0.916,0.016,0.659,-0.638,0.995,1.1276,0.261,1
0.261,0.916,0.016,0.659,-0.638,1.3006,-0.205,0
-0.205,0.261,0.916,0.016,0.659,1.2108,0.297,1
0.297,-0.205,0.261,0.916,0.016,1.4071,-1.018,0
-1.018,0.297,-0.205,0.261,0.916,1.3089,0.065,1
0.065,-1.018,0.297,-0.205,0.261,0.9717,0.304,1
0.304,0.065,-1.018,0.297,-0.205,1.1787,0.006,1
0.006,0.304,0.065,-1.018,0.297,1.0514,0.607,1
0.607,0.006,0.304,0.065,-1.018,1.1652,0.516,1
0.516,0.607,0.006,0.304,0.065,0.9451,1.387,1
