Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
1.387,0.516,0.607,0.006,0.304,1.4705,0.419,1
0.419,1.387,0.516,0.607,0.006,1.6756,0.166,1
0.166,0.419,1.387,0.516,0.607,1.4539,-0.64,0
-0.64,0.166,0.419,1.387,0.516,1.4652,1.004,1
1.004,-0.64,0.166,0.419,1.387,1.2993,-0.821,0
-0.821,1.004,-0.64,0.166,0.419,1.4148,-1.197,0
-1.197,-0.821,1.004,-0.64,0.166,1.5821,0.544,1
0.544,-1.197,-0.821,1.004,-0.64,1.3359,0.217,1
0.217,0.544,-1.197,-0.821,1.004,1.2367,-0.375,0
-0.375,0.217,0.544,-1.197,-0.821,1.1513,1.43,1
1.43,-0.375,0.217,0.544,-1.197,1.4032,-0.325,0
-0.325,1.43,-0.375,0.217,0.544,1.33821,1.327,1
1.327,-0.325,1.43,-0.375,0.217,1.4988,-0.316,0
-0.316,1.327,-0.325,1.43,-0.375,1.5186,-1.301,0
-1.301,-0.316,1.327,-0.325,1.43,1.2788,0.607,1
0.607,-1.301,-0.316,1.327,-0.325,1.3017,-1.91,0
-1.91,0.607,-1.301,-0.316,1.327,1.556,-0.605,0
-0.605,-1.91,0.607,-1.301,-0.316,1.53,-0.64,0
-0.64,-0.605,-1.91,0.607,-1.301,1.4725,0.976,1
0.976,-0.64,-0.605,-1.91,0.607,1.3665,-1.054,0
-1.054,0.976,-0.64,-0.605,-1.91,1.5905,2.234,1
2.234,-1.054,0.976,-0.64,-0.605,1.5663,0.198,1
0.198,2.234,-1.054,0.976,-0.64,1.2693,0.942,1
0.942,0.198,2.234,-1.054,0.976,1.5705,0.437,1
0.437,0.942,0.198,2.234,-1.054,1.0258,0.474,1
0.474,0.437,0.942,0.198,2.234,1.2795,-0.526,0
-0.526,0.474,0.437,0.942,0.198,1.2625,0.479,1
0.479,-0.526,0.474,0.437,0.942,1.5787,-0.065,0
-0.065,0.479,-0.526,0.474,0.437,1.1081,0.702,1
0.702,-0.065,0.479,-0.526,0.474,1.0405,0.395,1
0.395,0.702,-0.065,0.479,-0.526,1.2719,-0.259,0
-0.259,0.395,0.702,-0.065,0.479,1.5211,0.316,1
0.316,-0.259,0.395,0.702,-0.065,1.4177,-1.024,0
-1.024,0.316,-0.259,0.395,0.702,1.352,0.516,1
0.516,-1.024,0.316,-0.259,0.395,1.1726,0.129,1
0.129,0.516,-1.024,0.316,-0.259,1.498,-1.498,0
-1.498,0.129,0.516,-1.024,0.316,1.6472,0.331,1
0.331,-1.498,0.129,0.516,-1.024,1.6043,-0.47,0
-0.47,0.331,-1.498,0.129,0.516,1.4203,0.216,1
0.216,-0.47,0.331,-1.498,0.129,1.3718,1.519,1
1.519,0.216,-0.47,0.331,-1.498,1.6292,0.126,1
0.126,1.519,0.216,-0.47,0.331,1.5626,-0.112,0
-0.112,0.126,1.519,0.216,-0.47,1.6297,0.36,1
0.36,-0.112,0.126,1.519,0.216,1.4989,0.791,1
0.791,0.36,-0.112,0.126,1.519,1.3782,-0.545,0
-0.545,0.791,0.36,-0.112,0.126,1.4176,-0.137,0
-0.137,-0.545,0.791,0.36,-0.112,1.4018,0.593,1
0.593,-0.137,-0.545,0.791,0.36,1.4539,-0.457,0
-0.457,0.593,-0.137,-0.545,0.791,1.4405,-0.579,0
-0.579,-0.457,0.593,-0.137,-0.545,1.2436,-0.052,0
-0.052,-0.579,-0.457,0.593,-0.137,1.1625,1.143,1
1.143,-0.052,-0.579,-0.457,0.593,1.3493,-0.011,0
-0.011,1.143,-0.052,-0.579,-0.457,1.383,-0.762,0
-0.762,-0.011,1.143,-0.052,-0.579,1.3561,-0.64,0
-0.64,-0.762,-0.011,1.143,-0.052,1.3743,-0.908,0
-0.908,-0.64,-0.762,-0.011,1.143,1.3543,0.802,1
0.802,-0.908,-0.64,-0.762,-0.011,1.3262,-0.843,0
-0.843,0.802,-0.908,-0.64,-0.762,1.3267,0.158,1
0.158,-0.843,0.802,-0.908,-0.64,1.2738,1.623,1
1.623,0.158,-0.843,0.802,-0.908,1.3028,0.172,1
0.172,1.623,0.158,-0.843,0.802,1.3337,0.433,1
0.433,0.172,1.623,0.158,-0.843,1.0977,-0.024,0
-0.024,0.433,0.172,1.623,0.158,0.48722,1.126,1
1.126,-0.024,0.433,0.172,1.623,1.375,-0.327,0
-0.327,1.126,-0.024,0.433,0.172,1.3832,-0.177,0
-0.177,-0.327,1.126,-0.024,0.433,1.4417,0.469,1
0.469,-0.177,-0.327,1.126,-0.024,1.4631,-0.768,0
-0.768,0.469,-0.177,-0.327,1.126,1.2659,0.735,1
0.735,-0.768,0.469,-0.177,-0.327,1.2189,-0.853,0
-0.853,0.735,-0.768,0.469,-0.177,1.4655,-0.107,0
-0.107,-0.853,0.735,-0.768,0.469,1.444,1.148,1
1.148,-0.107,-0.853,0.735,-0.768,1.4411,0.274,1
0.274,1.148,-0.107,-0.853,0.735,1.2231,-0.568,0
-0.568,0.274,1.148,-0.107,-0.853,1.5208,0.664,1
0.664,-0.568,0.274,1.148,-0.107,1.5479,0.126,1
0.126,0.664,-0.568,0.274,1.148,1.4417,1.18,1
1.18,0.126,0.664,-0.568,0.274,1.5799,-0.048,0
-0.048,1.18,0.126,0.664,-0.568,1.6573,0.393,1
0.393,-0.048,1.18,0.126,0.664,1.2517,0.282,1
0.282,0.393,-0.048,1.18,0.126,1.1453,-0.181,0
-0.181,0.282,0.393,-0.048,1.18,0.51806,0.169,1
0.169,-0.181,0.282,0.393,-0.048,0.35607,1.24,1
1.24,0.169,-0.181,0.282,0.393,1.0588,0.014,1
0.014,1.24,0.169,-0.181,0.282,1.0126,0.205,1
0.205,0.014,1.24,0.169,-0.181,1.0275,-0.309,0
-0.309,0.205,0.014,1.24,0.169,1.1532,1.24,1
1.24,-0.309,0.205,0.014,1.24,1.5782,0.129,1
0.129,1.24,-0.309,0.205,0.014,1.4945,0.237,1
0.237,0.129,1.24,-0.309,0.205,1.7049,0.496,1
0.496,0.237,0.129,1.24,-0.309,1.8684,-0.889,0
-0.889,0.496,0.237,0.129,1.24,1.7207,0.479,1
0.479,-0.889,0.496,0.237,0.129,1.5102,-0.533,0
-0.533,0.479,-0.889,0.496,0.237,1.5959,0.829,1
0.829,-0.533,0.479,-0.889,0.496,1.5146,0.135,1
0.135,0.829,-0.533,0.479,-0.889,1.695,0.687,1
0.687,0.135,0.829,-0.533,0.479,1.7211,-0.093,0
-0.093,0.687,0.135,0.829,-0.533,1.6982,0.777,1
0.777,-0.093,0.687,0.135,0.829,1.7576,-0.321,0
-0.321,0.777,-0.093,0.687,0.135,1.6937,-0.209,0
-0.209,-0.321,0.777,-0.093,0.687,1.5612,1.211,1
1.211,-0.209,-0.321,0.777,-0.093,1.4806,-0.98,0
-0.98,1.211,-0.209,-0.321,0.777,1.6731,-1.361,0
-1.361,-0.98,1.211,-0.209,-0.321,1.842,0.499,1
0.499,-1.361,-0.98,1.211,-0.209,1.9219,-0.263,0
-0.263,0.499,-1.361,-0.98,1.211,1.635,0.365,1
0.365,-0.263,0.499,-1.361,-0.98,1.5992,0.068,1
0.068,0.365,-0.263,0.499,-1.361,1.4769,-0.837,0
-0.837,0.068,0.365,-0.263,0.499,1.6348,0.184,1
0.184,-0.837,0.068,0.365,-0.263,1.5666,1.256,1
1.256,0.184,-0.837,0.068,0.365,1.4776,-0.258,0
-0.258,1.256,0.184,-0.837,0.068,1.3035,0.503,1
0.503,-0.258,1.256,0.184,-0.837,1.4039,1.067,1
1.067,0.503,-0.258,1.256,0.184,1.6993,-0.488,0
-0.488,1.067,0.503,-0.258,1.256,1.4643,-0.547,0
-0.547,-0.488,1.067,0.503,-0.258,1.3292,0.976,1
0.976,-0.547,-0.488,1.067,0.503,1.3965,-0.447,0
-0.447,0.976,-0.547,-0.488,1.067,1.3824,-0.413,0
-0.413,-0.447,0.976,-0.547,-0.488,1.5628,-0.257,0
-0.257,-0.413,-0.447,0.976,-0.547,1.4796,-0.273,0
-0.273,-0.257,-0.413,-0.447,0.976,1.3804,-0.167,0
-0.167,-0.273,-0.257,-0.413,-0.447,1.5436,0.402,1
0.402,-0.167,-0.273,-0.257,-0.413,1.3607,0.108,1
0.108,0.402,-0.167,-0.273,-0.257,1.3839,0.003,1
0.003,0.108,0.402,-0.167,-0.273,1.5404,0.963,1
0.963,0.003,0.108,0.402,-0.167,1.4971,-0.594,0
-0.594,0.963,0.003,0.108,0.402,1.476,0.168,1
0.168,-0.594,0.963,0.003,0.108,1.3345,0.334,1
0.334,0.168,-0.594,0.963,0.003,1.2658,0.172,1
0.172,0.334,0.168,-0.594,0.963,1.3982,-0.835,0
-0.835,0.172,0.334,0.168,-0.594,1.2544,-0.577,0
-0.577,-0.835,0.172,0.334,0.168,1.4994,-1.463,0
-1.463,-0.577,-0.835,0.172,0.334,1.6484,-1.522,0
-1.522,-1.463,-0.577,-0.835,0.172,1.8899,1.246,1
1.246,-1.522,-1.463,-0.577,-0.835,1.3885,-1.435,0
-1.435,1.246,-1.522,-1.463,-0.577,1.6006,0.562,1
0.562,-1.435,1.246,-1.522,-1.463,1.5007,1.175,1
1.175,0.562,-1.435,1.246,-1.522,1.4901,-0.127,0
-0.127,1.175,0.562,-1.435,1.246,1.3692,-1.117,0
-1.117,-0.127,1.175,0.562,-1.435,1.4574,-1.296,0
-1.296,-1.117,-0.127,1.175,0.562,1.4523,-0.132,0
-0.132,-1.296,-1.117,-0.127,1.175,1.4582,-0.239,0
-0.239,-0.132,-1.296,-1.117,-0.127,1.5278,1.637,1
1.637,-0.239,-0.132,-1.296,-1.117,1.4717,-0.102,0
-0.102,1.637,-0.239,-0.132,-1.296,1.3191,1.3,1
1.3,-0.102,1.637,-0.239,-0.132,1.4055,0.404,1
0.404,1.3,-0.102,1.637,-0.239,1.3324,-0.07,0
-0.07,0.404,1.3,-0.102,1.637,1.5607,0.529,1
0.529,-0.07,0.404,1.3,-0.102,1.5607,0.851,1
0.851,0.529,-0.07,0.404,1.3,1.6292,0.767,1
0.767,0.851,0.529,-0.07,0.404,1.4137,-0.209,0
-0.209,0.767,0.851,0.529,-0.07,1.3977,-0.665,0
-0.665,-0.209,0.767,0.851,0.529,1.4588,-0.106,0
-0.106,-0.665,-0.209,0.767,0.851,1.1998,0.516,1
0.516,-0.106,-0.665,-0.209,0.767,1.1024,-1.376,0
-1.376,0.516,-0.106,-0.665,-0.209,1.4232,-0.112,0
-0.112,-1.376,0.516,-0.106,-0.665,1.5477,0.059,1
0.059,-0.112,-1.376,0.516,-0.106,1.5687,0.511,1
0.511,0.059,-0.112,-1.376,0.516,1.4878,0.107,1
0.107,0.511,0.059,-0.112,-1.376,1.1949,-1.556,0
-1.556,0.107,0.511,0.059,-0.112,1.5085,0.531,1
0.531,-1.556,0.107,0.511,0.059,1.7381,1.409,1
1.409,0.531,-1.556,0.107,0.511,1.8267,0.059,1
0.059,1.409,0.531,-1.556,0.107,1.3961,-0.445,0
-0.445,0.059,1.409,0.531,-1.556,1.2906,0.227,1
0.227,-0.445,0.059,1.409,0.531,1.518,-1.379,0
-1.379,0.227,-0.445,0.059,1.409,1.8556,-0.759,0
-0.759,-1.379,0.227,-0.445,0.059,1.859,-0.592,0
-0.592,-0.759,-1.379,0.227,-0.445,1.6347,0.92,1
0.92,-0.592,-0.759,-1.379,0.227,1.5716,0.184,1
0.184,0.92,-0.592,-0.759,-1.379,1.6621,0.177,1
0.177,0.184,0.92,-0.592,-0.759,1.469,-0.672,0
-0.672,0.177,0.184,0.92,-0.592,1.5093,-1.373,0
-1.373,-0.672,0.177,0.184,0.92,1.6536,-1.054,0
-1.054,-1.373,-0.672,0.177,0.184,1.9184,0.766,1
0.766,-1.054,-1.373,-0.672,0.177,1.5338,0.167,1
0.167,0.766,-1.054,-1.373,-0.672,1.6976,-0.077,0
-0.077,0.167,0.766,-1.054,-1.373,1.4111,-0.067,0
-0.067,-0.077,0.167,0.766,-1.054,1.3359,-1.059,0
-1.059,-0.067,-0.077,0.167,0.766,1.4301,0.682,1
0.682,-1.059,-0.067,-0.077,0.167,1.353,-0.257,0
-0.257,0.682,-1.059,-0.067,-0.077,1.5486,0.047,1
0.047,-0.257,0.682,-1.059,-0.067,1.211,0.401,1
0.401,0.047,-0.257,0.682,-1.059,1.2586,0.169,1
0.169,0.401,0.047,-0.257,0.682,1.2275,1.61,1
1.61,0.169,0.401,0.047,-0.257,1.5457,0.17,1
0.17,1.61,0.169,0.401,0.047,1.3694,0.569,1
0.569,0.17,1.61,0.169,0.401,1.4475,-0.054,0
-0.054,0.569,0.17,1.61,0.169,1.1726,0.046,1
0.046,-0.054,0.569,0.17,1.61,1.238,0.338,1
0.338,0.046,-0.054,0.569,0.17,1.2517,-0.742,0
-0.742,0.338,0.046,-0.054,0.569,1.2324,0.525,1
0.525,-0.742,0.338,0.046,-0.054,1.1153,1.596,1
1.596,0.525,-0.742,0.338,0.046,1.2118,0.154,1
0.154,1.596,0.525,-0.742,0.338,1.1903,-0.95,0
-0.95,0.154,1.596,0.525,-0.742,1.2768,0.454,1
0.454,-0.95,0.154,1.596,0.525,1.1606,-0.984,0
-0.984,0.454,-0.95,0.154,1.596,1.1794,0.597,1
0.597,-0.984,0.454,-0.95,0.154,1.3459,0.137,1
0.137,0.597,-0.984,0.454,-0.95,1.1684,-0.133,0
-0.133,0.137,0.597,-0.984,0.454,1.2967,0.262,1
0.262,-0.133,0.137,0.597,-0.984,1.5006,-0.416,0
-0.416,0.262,-0.133,0.137,0.597,1.1239,0.364,1
0.364,-0.416,0.262,-0.133,0.137,1.3823,0.851,1
0.851,0.364,-0.416,0.262,-0.133,1.4442,-0.298,0
-0.298,0.851,0.364,-0.416,0.262,1.3949,-0.545,0
-0.545,-0.298,0.851,0.364,-0.416,1.8129,-0.095,0
-0.095,-0.545,-0.298,0.851,0.364,1.3546,0.251,1
0.251,-0.095,-0.545,-0.298,0.851,1.375,0.408,1
0.408,0.251,-0.095,-0.545,-0.298,1.4738,-1.043,0
-1.043,0.408,0.251,-0.095,-0.545,1.4957,-0.315,0
-0.315,-1.043,0.408,0.251,-0.095,1.085,-0.815,0
-0.815,-0.315,-1.043,0.408,0.251,1.2833,0.19,1
0.19,-0.815,-0.315,-1.043,0.408,1.3286,-0.824,0
-0.824,0.19,-0.815,-0.315,-1.043,1.4011,0.334,1
0.334,-0.824,0.19,-0.815,-0.315,1.1863,0.138,1
0.138,0.334,-0.824,0.19,-0.815,1.1146,0.071,1
0.071,0.138,0.334,-0.824,0.19,1.1997,-0.329,0
-0.329,0.071,0.138,0.334,-0.824,1.462,-0.43,0
-0.43,-0.329,0.071,0.138,0.334,1.4087,-0.479,0
-0.479,-0.43,-0.329,0.071,0.138,1.4503,-0.044,0
-0.044,-0.479,-0.43,-0.329,0.071,1.3199,0.706,1
0.706,-0.044,-0.479,-0.43,-0.329,1.4458,-1.334,0
-1.334,0.706,-0.044,-0.479,-0.43,1.6795,0.271,1
0.271,-1.334,0.706,-0.044,-0.479,1.6808,-0.97,0
-0.97,0.271,-1.334,0.706,-0.044,1.3375,-0.196,0
-0.196,-0.97,0.271,-1.334,0.706,1.4134,0.993,1
0.993,-0.196,-0.97,0.271,-1.334,1.6108,0.054,1
0.054,0.993,-0.196,-0.97,0.271,1.5543,0.457,1
0.457,0.054,0.993,-0.196,-0.97,1.5301,0.117,1
0.117,0.457,0.054,0.993,-0.196,1.2982,0.445,1
0.445,0.117,0.457,0.054,0.993,1.276,-0.626,0
-0.626,0.445,0.117,0.457,0.054,1.3383,-0.096,0
-0.096,-0.626,0.445,0.117,0.457,1.3692,-1.632,0
-1.632,-0.096,-0.626,0.445,0.117,1.3974,-1.548,0
-1.548,-1.632,-0.096,-0.626,0.445,1.521,0.117,1
0.117,-1.548,-1.632,-0.096,-0.626,1.086,1.297,1
1.297,0.117,-1.548,-1.632,-0.096,1.2456,-0.301,0
-0.301,1.297,0.117,-1.548,-1.632,1.4104,-1.168,0
-1.168,-0.301,1.297,0.117,-1.548,1.4051,0.148,1
0.148,-1.168,-0.301,1.297,0.117,1.1751,1.366,1
1.366,0.148,-1.168,-0.301,1.297,1.2062,0.22,1
0.22,1.366,0.148,-1.168,-0.301,1.2678,1.244,1
1.244,0.22,1.366,0.148,-1.168,1.2825,-0.36,0
-0.36,1.244,0.22,1.366,0.148,1.2494,0.652,1
0.652,-0.36,1.244,0.22,1.366,1.1999,-0.243,0
-0.243,0.652,-0.36,1.244,0.22,1.0219,0.047,1
0.047,-0.243,0.652,-0.36,1.244,1.0925,0.8,1
0.8,0.047,-0.243,0.652,-0.36,1.1922,0.012,1
0.012,0.8,0.047,-0.243,0.652,1.0236,0.243,1
0.243,0.012,0.8,0.047,-0.243,0.8454,-0.778,0
-0.778,0.243,0.012,0.8,0.047,0.8431,0.463,1
0.463,-0.778,0.243,0.012,0.8,1.1382,0.151,1
0.151,0.463,-0.778,0.243,0.012,1.1421,1.121,1
1.121,0.151,0.463,-0.778,0.243,1.1184,-0.418,0
-0.418,1.121,0.151,0.463,-0.778,0.92417,0.689,1
0.689,-0.418,1.121,0.151,0.463,1.2144,-0.449,0
-0.449,0.689,-0.418,1.121,0.151,1.2463,0.189,1
0.189,-0.449,0.689,-0.418,1.121,1.3713,0.495,1
0.495,0.189,-0.449,0.689,-0.418,1.2612,0.169,1
0.169,0.495,0.189,-0.449,0.689,1.2998,0.223,1
0.223,0.169,0.495,0.189,-0.449,1.2045,-0.705,0
-0.705,0.223,0.169,0.495,0.189,1.256,0.279,1
0.279,-0.705,0.223,0.169,0.495,1.1139,0.449,1
0.449,0.279,-0.705,0.223,0.169,1.4226,-0.563,0
-0.563,0.449,0.279,-0.705,0.223,1.1976,0.633,1
0.633,-0.563,0.449,0.279,-0.705,1.325,-1.394,0
-1.394,0.633,-0.563,0.449,0.279,1.3799,-0.467,0
-0.467,-1.394,0.633,-0.563,0.449,1.2863,0.158,1
0.158,-0.467,-1.394,0.633,-0.563,1.2554,-0.594,0
-0.594,0.158,-0.467,-1.394,0.633,1.2635,0.593,1
0.593,-0.594,0.158,-0.467,-1.394,1.3966,0.427,1
0.427,0.593,-0.594,0.158,-0.467,1.4029,-0.02,0
-0.02,0.427,0.593,-0.594,0.158,1.748,1.518,1
1.518,-0.02,0.427,0.593,-0.594,1.5822,0.324,1
0.324,1.518,-0.02,0.427,0.593,1.534,-0.061,0
-0.061,0.324,1.518,-0.02,0.427,1.4184,0.667,1
0.667,-0.061,0.324,1.518,-0.02,1.4167,-0.998,0
-0.998,0.667,-0.061,0.324,1.518,1.4475,-0.753,0
-0.753,-0.998,0.667,-0.061,0.324,1.2916,0.201,1
0.201,-0.753,-0.998,0.667,-0.061,0.9438,-0.227,0
-0.227,0.201,-0.753,-0.998,0.667,1.3201,-0.73,0
-0.73,-0.227,0.201,-0.753,-0.998,1.5462,-0.93,0
-0.93,-0.73,-0.227,0.201,-0.753,1.4895,0.445,1
0.445,-0.93,-0.73,-0.227,0.201,1.6451,0.525,1
0.525,0.445,-0.93,-0.73,-0.227,1.3733,-0.969,0
-0.969,0.525,0.445,-0.93,-0.73,1.7375,0.039,1
0.039,-0.969,0.525,0.445,-0.93,1.6857,0.256,1
0.256,0.039,-0.969,0.525,0.445,1.673,-0.972,0
-0.972,0.256,0.039,-0.969,0.525,1.4696,-0.086,0
-0.086,-0.972,0.256,0.039,-0.969,1.3805,1.488,1
1.488,-0.086,-0.972,0.256,0.039,1.6854,1.288,1
1.288,1.488,-0.086,-0.972,0.256,1.7419,0.181,1
0.181,1.288,1.488,-0.086,-0.972,1.6282,0.245,1
0.245,0.181,1.288,1.488,-0.086,1.5008,0.027,1
0.027,0.245,0.181,1.288,1.488,1.3959,0.004,1
0.004,0.027,0.245,0.181,1.288,1.659,1.118,1
1.118,0.004,0.027,0.245,0.181,1.7675,1.616,1
1.616,1.118,0.004,0.027,0.245,1.7827,0.387,1
0.387,1.616,1.118,0.004,0.027,1.7244,-0.11,0
-0.11,0.387,1.616,1.118,0.004,1.3587,-0.07,0
-0.07,-0.11,0.387,1.616,1.118,1.4508,-0.101,0
-0.101,-0.07,-0.11,0.387,1.616,1.5043,0.909,1
0.909,-0.101,-0.07,-0.11,0.387,1.393,0.911,1
0.911,0.909,-0.101,-0.07,-0.11,1.5316,-0.03,0
-0.03,0.911,0.909,-0.101,-0.07,1.4533,-0.708,0
-0.708,-0.03,0.911,0.909,-0.101,1.3644,0.554,1
0.554,-0.708,-0.03,0.911,0.909,1.6842,0.136,1
0.136,0.554,-0.708,-0.03,0.911,1.4567,-1.116,0
-1.116,0.136,0.554,-0.708,-0.03,1.5266,0.59,1
0.59,-1.116,0.136,0.554,-0.708,1.3927,-0.025,0
-0.025,0.59,-1.116,0.136,0.554,1.4283,0.41,1
0.41,-0.025,0.59,-1.116,0.136,1.1496,0.075,1
0.075,0.41,-0.025,0.59,-1.116,0.50458,-0.345,0
-0.345,0.075,0.41,-0.025,0.59,1.3785,-0.403,0
-0.403,-0.345,0.075,0.41,-0.025,1.5535,1.495,1
1.495,-0.403,-0.345,0.075,0.41,1.7728,-0.087,0
-0.087,1.495,-0.403,-0.345,0.075,1.7749,0.071,1
0.071,-0.087,1.495,-0.403,-0.345,1.5667,-0.077,0
-0.077,0.071,-0.087,1.495,-0.403,1.3544,-1.107,0
-1.107,-0.077,0.071,-0.087,1.495,1.5339,0.488,1
0.488,-1.107,-0.077,0.071,-0.087,1.5252,0.544,1
0.544,0.488,-1.107,-0.077,0.071,1.6247,-0.104,0
-0.104,0.544,0.488,-1.107,-0.077,1.4437,0.899,1
0.899,-0.104,0.544,0.488,-1.107,1.4361,0.392,1
0.392,0.899,-0.104,0.544,0.488,1.5444,0.194,1
0.194,0.392,0.899,-0.104,0.544,1.6958,-0.208,0
-0.208,0.194,0.392,0.899,-0.104,1.7939,-0.749,0
-0.749,-0.208,0.194,0.392,0.899,2.335,0.038,1
0.038,-0.749,-0.208,0.194,0.392,1.4228,0.904,1
0.904,0.038,-0.749,-0.208,0.194,1.4837,0.342,1
0.342,0.904,0.038,-0.749,-0.208,1.3908,0.046,1
0.046,0.342,0.904,0.038,-0.749,0.9561,-0.431,0
-0.431,0.046,0.342,0.904,0.038,0.922,0.715,1
0.715,-0.431,0.046,0.342,0.904,0.983,-0.007,0
-0.007,0.715,-0.431,0.046,0.342,0.9259,0.008,1
0.008,-0.007,0.715,-0.431,0.046,0.8298,-0.134,0
